"Name,""Source"",""Page"",""Size"",""Type"",""Alignment"",""AC"",""HP"",""Speed"",""Strength"",""Dexterity"",""Constitution"",""Intelligence"",""Wisdom"",""Charisma"",""Saving Throws"",""Skills"",""Damage Vulnerabilities"",""Damage Resistances"",""Damage Immunities"",""Condition Immunities"",""Senses"",""Languages"",""CR"",""Traits"",""Actions"",""Bonus Actions"",""Reactions"",""Legendary Actions"",""Mythic Actions"",""Lair Actions"",""Regional Effects"",""Environment"",""Treasure""";;;;;;;
Spectral Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) force damage.;;;;;;;
;;;;;;;
Etherealness. The phantom warrior enters the Ethereal Plane from the Material Plane, or vice versa. It is visible on the Material Plane while it is in the Border Ethereal, and vice versa, yet it can't affect or be affected by anything on the other plane.;;;;;;;
;;;;;;;
"Spectral Longbow. Ranged Weapon Attack: +2 to hit, range 150/600 ft., one target. Hit: 4 (1d8) force damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Pharblex Spattergoo,""HotDQ"",""91"",""Medium"",""Humanoid (Bullywug)"",""chaotic evil"",""15 (studded leather, shield)"",""59 (7d8 + 28)"",""20 ft., Swim 40 ft."",""15"",""12"",""18"",""11"",""16"",""7"",""Str +4, Con +6"",""Perception +5, Religion +2, Stealth +3"","""","""","""","""",""passive Perception 15"",""Common, Bullywug"",""3 (XP 700";" PB +2)"",""Amphibious. Pharblex can breathe air and water.";;;;;;
;;;;;;;
Poison Strike (3/Day). Once per turn, when Pharblex hits with a melee attack, he can expend a use of this trait to deal an extra 9 (2d8) poison damage.;;;;;;;
;;;;;;;
Spellcasting. Pharblex is a 6th-level spellcaster that uses Wisdom as his spellcasting ability (spell save DC 13, +5 to hit with spell attacks). Pharblex has the following spells prepared from the druid spell list:;;;;;;;
;;;;;;;
Cantrips (at will): druidcraft, guidance, poison spray;;;;;;;
;;;;;;;
1st level (4 slots): cure wounds, entangle, healing word, thunderwave;;;;;;;
;;;;;;;
2nd level (3 slots): barkskin, beast sense, spike growth;;;;;;;
;;;;;;;
3rd level (3 slots): plant growth, water walk;;;;;;;
;;;;;;;
Standing Leap. As part of his movement and without a running start, Pharblex can long jump up to 20 feet and high jump up to 10 feet.;;;;;;;
;;;;;;;
"Swamp Camouflage. Pharblex has advantage on Dexterity (Stealth) checks made to hide in swampy terrain."",""Multiattack. Pharblex attacks twice. Once with his bite and once with his spear.";;;;;;;
;;;;;;;
Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.;;;;;;;
;;;;;;;
"Spear. Melee or Ranged Weapon Attack: +5 to hit. reach 5 ft. or ranged 20/60 ft., one target. Hit: 5 (1d6 + 2) piercing damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Phase Spider,""MM'14"",""334"",""Large"",""Monstrosity"",""unaligned"",""13 (natural armor)"",""32 (5d10 + 5)"",""30 ft., Climb 30 ft."",""15"",""15"",""12"",""6"",""10"",""6"","""",""Stealth +6"","""","""","""","""",""Darkvision 60 ft., passive Perception 10"",""—"",""3 (XP 700";" PB +2)"",""Ethereal Jaunt. As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa.";;;;;;
;;;;;;;
Spider Climb. The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.;;;;;;;
;;;;;;;
"Web Walker. The spider ignores movement restrictions caused by webbing."",""Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 18 (4d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way."","""","""","""","""","""","""",""Desert, Forest, Grassland, Hill, Underdark, Urban"",""""";;;;;;;
"Phase Spider,""MM'25"",""239"",""Large"",""Monstrosity"",""unaligned"",""14"",""45 (7d10 + 7)"",""30 ft., Climb 30 ft."",""15"",""16"",""12"",""6"",""10"",""6"","""",""Stealth +7"","""","""","""","""",""Darkvision 60 ft., passive Perception 10"",""—"",""3 (XP 700";" PB +2)"",""Ethereal Sight. The spider can see 60 feet into the Ethereal Plane while on the Material Plane and vice versa.";;;;;;
;;;;;;;
Spider Climb. The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check.;;;;;;;
;;;;;;;
"Web Walker. The spider ignores movement restrictions caused by webs, and the spider knows the location of any other creature in contact with the same web."",""Multiattack. The spider makes two Bite attacks.";;;;;;;
;;;;;;;
"Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 8 (1d10 + 3) Piercing damage plus 9 (2d8) Poison damage. If this damage reduces the target to 0 Hit Points, the target becomes Stable, and it has the Poisoned condition for 1 hour. While Poisoned, the target also has the Paralyzed condition."",""Ethereal Jaunt. The spider teleports from the Material Plane to the Ethereal Plane or vice versa."","""","""","""","""","""",""Desert, Forest, Grassland, Hill, Planar (Ethereal Plane), Underdark, Urban"",""Any""";;;;;;;
"Phisarazu Spyder-Fiend,""VEoR"",""235"",""Large"",""Fiend (Demon)"",""chaotic evil"",""17 (natural armor)"",""170 (20d10 + 60)"",""40 ft., Climb 40 ft."",""19"",""14"",""17"",""11"",""14"",""13"",""Dex +7, Con +8, Wis +7"",""Perception +7, Stealth +7"","""",""cold, fire, lightning";" bludgeoning, piercing, and slashing from nonmagical attacks"",""poison"",""poisoned"",""Truesight 120 ft., passive Perception 17"",""Abyssal, Common, telepathy 120 ft."",""13 (XP 10.000";" PB +5)"",""Magic Resistance. The phisarazu has advantage on saving throws against spells and other magical effects.";;;;;
;;;;;;;
Spider Climb. The phisarazu can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.;;;;;;;
;;;;;;;
Web Sense. When in contact with a web, the phisarazu knows the exact location of any other creature in contact with the same web.;;;;;;;
;;;;;;;
"Web Walker. The phisarazu ignores movement restrictions caused by webbing."",""Multiattack. The phisarazu makes one Bite attack and two Claw attacks. It can replace one of these attacks with Scintillating Spray if available.";;;;;;;
;;;;;;;
Bite. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 9 (2d8) poison damage, and the target has the poisoned condition until the start of the phisarazu's next turn.;;;;;;;
;;;;;;;
Claw. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 22 (4d8 + 4) slashing damage.;;;;;;;
;;;;;;;
"Scintillating Spray (Recharge 5–6). The phisarazu expels shimmering webs in a 60-foot cone. Creatures and objects in that area are outlined by the glittering webs for 1 minute, during which time they emit dim light for 10 feet and can't benefit from the invisible condition. Additionally, creatures in that area must succeed on a DC 16 Wisdom saving throw or have the stunned condition for 1 minute. A stunned creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success."",""Change Shape. The phisarazu transforms into a crab, drider, or giant crab, or returns to its true form. Its game statistics, except for its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed."","""","""","""","""","""","""",""""";;;;;;;
"Phoenix,""MPMM"",""206"",""Gargantuan"",""Elemental"",""neutral"",""18"",""175 (10d20 + 70)"",""20 ft., Fly 120 ft."",""19"",""26"",""25"",""2"",""21"",""18"",""Wis +10, Cha +9"","""","""",""bludgeoning, piercing, and slashing from nonmagical attacks"",""fire, poison"",""exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, stunned"",""Darkvision 60 ft., passive Perception 15"",""—"",""16 (XP 15.000";" PB +5)"",""Fiery Death and Rebirth. If the phoenix dies, it explodes. Each creature in 60-foot-radius sphere centered on the phoenix must make a DC 20 Dexterity saving throw, taking 22 (4d10) fire damage on a failed save, or half as much damage on a successful one. The fire ignites flammable objects in the area that aren't being worn or carried.";;;;;;
;;;;;;;
The explosion destroys the phoenix's body and leaves behind an egg-shaped cinder, which weighs 5 pounds. The cinder deals 21 (6d6) fire damage to any creature that touches it, though no more than once per round. The cinder is immune to all damage, and after 1d6 days, it hatches a new phoenix.;;;;;;;
;;;;;;;
Fire Form. The phoenix can move through a space as narrow as 1 inch wide without squeezing.;;;;;;;
;;;;;;;
Any creature that touches the phoenix or hits it with a melee attack while within 5 feet of it takes 5 (1d10) fire damage. In addition, the phoenix can enter a hostile creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) fire damage.;;;;;;;
;;;;;;;
With a touch, the phoenix can also ignite flammable objects that aren't worn or carried (no action required).;;;;;;;
;;;;;;;
Flyby. The phoenix doesn't provoke opportunity attacks when it flies out of an enemy's reach.;;;;;;;
;;;;;;;
Illumination. The phoenix sheds bright light in a 60-foot radius and dim light for an additional 30 feet.;;;;;;;
;;;;;;;
Legendary Resistance (3/Day). If the phoenix fails a saving throw, it can choose to succeed instead.;;;;;;;
;;;;;;;
"Siege Monster. The phoenix deals double damage to objects and structures."",""Multiattack. The phoenix makes two attacks: one Beak attack and one Fiery Talons attack.";;;;;;;
;;;;;;;
Beak. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 15 (2d6 + 8) fire damage.;;;;;;;
;;;;;;;
"Fiery Talons. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) fire damage."","""","""",""Move. The phoenix moves up to its speed.";;;;;;;
;;;;;;;
Peck. The phoenix makes one beak attack.;;;;;;;
;;;;;;;
"Swoop (Costs 2 Actions). The phoenix moves up to its speed and makes one Fiery Talons attack."","""","""","""",""Desert, Mountain"",""""";;;;;;;
"Phoenix,""MTF"",""199"",""Gargantuan"",""Elemental"",""neutral"",""18"",""175 (10d20 + 70)"",""20 ft., Fly 120 ft."",""19"",""26"",""25"",""2"",""21"",""18"",""Wis +10, Cha +9"","""","""",""bludgeoning, piercing, and slashing from nonmagical attacks"",""fire, poison"",""exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, stunned"",""Darkvision 60 ft., passive Perception 15"",""—"",""16 (XP 15.000";" PB +5)"",""Fiery Death and Rebirth. When the phoenix dies, it explodes. Each creature within 60-feet of it must make a DC 20 Dexterity saving throw, taking 22 (4d10) fire damage on a failed save, or half as much damage on a successful one. The fire ignites flammable objects in the area that aren't worn or carried.";;;;;;
;;;;;;;
The explosion destroys the phoenix's body and leaves behind an egg-shaped cinder that weighs 5 pounds. The cinder is blazing hot, dealing 21 (6d6) fire damage to any creature that touches it, though no more than once per round. The cinder is immune to all damage, and after 1d6 days, it hatches a new phoenix.;;;;;;;
;;;;;;;
Fire Form. The phoenix can move through a space as narrow as 1 inch wide without squeezing. Any creature that touches the phoenix or hits it with a melee attack while within 5 feet of it takes 5 (1d10) fire damage. In addition, the phoenix can enter a hostile creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) fire damage. With a touch, the phoenix can also ignite flammable objects that aren't worn or carried (no action required).;;;;;;;
;;;;;;;
Flyby. The phoenix doesn't provoke opportunity attacks when it flies out of an enemy's reach.;;;;;;;
;;;;;;;
Illumination. The phoenix sheds bright light in a 60-foot radius and dim light for an additional 30 feet.;;;;;;;
;;;;;;;
Legendary Resistance (3/Day). If the phoenix fails a saving throw, it can choose to succeed instead.;;;;;;;
;;;;;;;
"Siege Monster. The phoenix deals double damage to objects and structures."",""Multiattack. The phoenix makes two attacks: one with its beak and one with its fiery talons.";;;;;;;
;;;;;;;
Beak. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 15 (2d6 + 8) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns.;;;;;;;
;;;;;;;
"Fiery Talons. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) fire damage."","""","""",""Peck. The phoenix makes one beak attack.";;;;;;;
;;;;;;;
Move. The phoenix moves up to its speed.;;;;;;;
;;;;;;;
"Swoop (Costs 2 Actions). The phoenix moves up to its speed and attacks with its fiery talons."","""","""","""",""Desert, Mountain"",""""";;;;;;;
"Phoenix Anvil,""AI"",""206"",""Medium"",""Humanoid (Human)"",""lawful neutral"",""18 (chain mail, shield)"",""27 (5d8 + 5)"",""30 ft."",""15"",""10"",""12"",""13"",""16"",""13"","""",""Athletics +4, Performance +3, Persuasion +3, Religion +3"","""","""","""","""",""passive Perception 13"",""Common, Elvish"",""2 (XP 450";" PB +2)"",""Divine Display (1/Day). As a bonus action, Phoenix causes his shield to flare with divine light. Each creature of his choice within 30 feet of him must succeed on a DC 13 Wisdom saving throw or be blinded for 1 minute. A creature can repeat the save at the end of each of its turns, ending the effect on itself with a success.";;;;;;
;;;;;;;
Spellcasting. Phoenix is a 4th-level spellcaster. His spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). He has the following cleric spells prepared:;;;;;;;
;;;;;;;
Cantrips (at will): guidance, light, mending, sacred flame;;;;;;;
;;;;;;;
1st level (4 slots): bane, cure wounds, guiding bolt;;;;;;;
;;;;;;;
"2nd level (3 slots): hold person, spiritual weapon"",""Multiattack. Phoenix makes two melee attacks.";;;;;;;
;;;;;;;
"Warhammer. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) bludgeoning damage, and the target must succeed on a DC 12 Strength saving throw or be pushed 5 feet."","""","""","""","""","""","""","""",""""";;;;;;;
"Phylaskia,""MOT"",""239"",""Large"",""Undead"",""lawful neutral"",""18 (plate)"",""104 (11d10 + 44)"",""40 ft."",""20"",""15"",""18"",""10"",""16"",""14"",""Con +8, Wis +7"",""Insight +7, Perception +7"","""","""",""necrotic, poison"",""blinded, charmed, deafened, exhaustion, frightened, poisoned"",""Truesight 120 ft., passive Perception 17"",""All"",""9 (XP 5.000";" PB +4)"",""Gatekeeper's Aura. Any creature that starts its turn within 10 feet of the phylaskia must make a DC 15 Wisdom saving throw. On a successful save, the creature is immune to this aura for the next 24 hours. On a failed save, the creature has disadvantage on saving throws and its speed is halved until the start of its next turn.";;;;;;
;;;;;;;
Undead Fortitude. If damage reduces the phylaskia to 0 hit points, it must make a Constitution saving throw with a DC equal to 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the phylaskia drops to 1 hit point instead.;;;;;;;
;;;;;;;
"Vigilant. The phylaskia can't be surprised."",""Multiattack. The phylaskia makes two longsword attacks and uses its Strength Drain once.";;;;;;;
;;;;;;;
Longsword. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) slashing damage, or 16 (2d10 + 5) slashing damage if used with two hands, plus 11 (2d10) necrotic damage.;;;;;;;
;;;;;;;
"Strength Drain. Melee Weapon Attack: +9 to hit, reach 5 ft., one creature. Hit: 12 (2d6 + 5) necrotic damage. Unless the target is immune to necrotic damage, its Strength score is reduced by 1d4. The target dies if this reduces its Strength to 0. Otherwise, the reduction lasts until the target finishes a short or long rest."","""","""","""","""","""","""","""",""""";;;;;;;
"Piccolo,""CoS"",""118"",""Small"",""Beast"",""unaligned"",""12"",""3 (1d6)"",""30 ft., Climb 30 ft."",""8"",""14"",""11"",""4"",""12"",""6"","""","""","""","""","""","""",""passive Perception 11"",""—"",""0 (XP 10";" PB +2)"",""Pack Tactics. Piccolo has advantage on an attack roll against a creature if at least one of Piccolo's allies is within 5 feet of the creature and the ally isn't incapacitated."",""Bite. Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 1 (1d4 - 1) piercing damage."","""","""","""","""","""","""","""",""""";;;;;;
"Pidlwick II,""CoS"",""236"",""Small"",""Construct"",""neutral evil"",""14 (natural armor)"",""10 (3d6)"",""30 ft."",""10"",""14"",""11"",""8"",""13"",""10"","""",""Performance +2"","""","""",""poison"",""paralyzed, petrified, poisoned"",""passive Perception 11"",""Understands Common but doesn't speak and can't read or write"",""1/4 (XP 50";" PB +2)"",""Ambusher. During the first round of combat, Pidlwick II has advantage on attack rolls against any creature that hasn't had a turn yet."",""Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.";;;;;;
