"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Bastón de los bosques","DMG'24","311","extraño","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un druida","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón tiene 6 cargas y puede usarse como un bastón mágico que otorga una bonificación de +2 a las tiradas de ataque y daño realizadas con él. Mientras lo sostienes, tienes una bonificación de +2 a las tiradas de ataque con hechizos.

Hechizos. Mientras sostienes el bastón, puedes lanzar uno de los hechizos en la siguiente tabla, usando tu DC de salvación de hechizos. La tabla indica cuántas cargas debes gastar para lanzar el hechizo.

HechizoCargar CostoAmistad Animal1Despierta5Piel De Corteza2Localizar Animales O Plantas2Pasar Sin Rastro2Hablar Con Animales1Hablar Con Plantas3Muro De Espinas6 Forma De Árbol. Puedes realizar una acción mágica para plantar un extremo del bastón en la tierra en un espacio desocupado y gastar 1 carga para transformar el bastón en un árbol saludable. El árbol mide 60 pies de alto y tiene un tronco de 5 pies de diámetro, y sus ramas en la parte superior se extienden en un radio de 20 pies. El árbol parece normal pero irradia un débil aura de magia de transmutación que se puede discernir con el hechizo Detectar magia. Mientras tocas el árbol y usas una acción mágica, devuelves el bastón a su forma normal. Cualquier criatura en el árbol cae cuando el árbol se convierte en un bastón.

Recuperación de cargos. El bastón recupera 1d6 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 1, el bastón pierde sus propiedades y se convierte en un bastón no mágico.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Tarjeta estrella","BMT","15","legendario","Objeto maravilloso","","","","","","","Como acción adicional, puedes pronunciar una palabra de comando mientras sostienes esta carta en alto para obtener ventaja en todas las tiradas de salvación que realices durante los próximos 10 minutos. Una vez que se usa esta propiedad, no se puede volver a usar hasta el siguiente amanecer."
"Polilla estrella","AAG","50","ninguno","Vehículo (Espacial)","","Velocidad: 5½ mph Capacidad de carga: 30 toneladas de carga Tripulación 13, AC 13, HP 400, umbral de daño 15","","","","40.000 GP","Las polillas estelares son naves construidas y pilotadas por elfos astrales, a quienes no les gusta que estas naves terminen en manos de otros.

El casco de una polilla estrella está hecho de una sustancia orgánica cultivada y esculpida, y sus enormes alas decorativas están hechas de cristal brillante. La nave está construida para viajes espaciales, pero su diseño le permite flotar en el agua o aterrizar de forma segura en el suelo. El armamento estándar incluye dos balistas ubicadas en los orificios para los ojos de la polilla estrella y una mangonel montada sobre el puente."
"Ballesta de tiro estelar","BMT","38","extraño","Variante genérica","Requiere sintonización","","","","","","Esta ballesta está elaborada con madera ennegrecida y sus palas tienen incrustaciones de perlas que representan constelaciones. Ignoras la propiedad de carga con esta ballesta. Si no cargas munición en el arma, ésta produce la suya propia, creando automáticamente una pieza de munición mágica cuando realizas un ataque a distancia con ella. La munición creada por el arma desaparece en el instante en que alcanza o falla un objetivo. La ballesta tiene 3 cargas y recupera 1d3 cargas gastadas diariamente al amanecer.

Constelaciones. La ballesta está decorada con tres constelaciones. Como acción adicional, puedes tocar una de las constelaciones para invocarla, gastando 1 carga y produciendo uno de los siguientes efectos:

Equilibrio. La próxima vez que golpees a una criatura con una tirada de ataque a distancia usando esta ballesta antes del final de tu siguiente turno, tú u otra criatura de tu elección dentro de 30 pies de ti podrás recuperar puntos de golpe equivalentes a 1d8 más tu bonificación de competencia.

Llamas. Hasta el final de tu siguiente turno, cuando golpeas a una criatura con una tirada de ataque a distancia usando esta ballesta, el ataque inflige 2d8 de daño de fuego adicional.

Pícaro. Hasta el final de tu siguiente turno, tienes la condición de invisible, y cualquier cosa que uses o lleves también es invisible.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Ballesta de mano (Ballesta de mano Starshot)Ballesta pesada (Ballesta pesada Starshot)Ballesta ligera (Ballesta ligera Starshot)Ballesta ligera de repetición (Ballesta ligera de repetición Starshot)"
"Estatuilla de Augurio","PaBTSO","62","desconocido (magia)","Objeto maravilloso","","","","","","","Esta estatuilla de oro de un elfo vale 100 po y está imbuida de magia de adivinación. Una criatura no maligna que agarre la estatua puede hacerle una pregunta y recibir una respuesta telepática, como si la criatura hubiera lanzado un augurio. Una vez que una criatura ha hecho su pregunta y ha recibido una respuesta, nunca más podrá activar la estatuilla."
"Estatuilla de Santa Markovia","CoS","152","desconocido (magia)","Otro","","","","","","250 GP","Esta estatuilla dorada otorga a cualquier criatura bien alineada que la lleve una bonificación de +1 a las tiradas de salvación."
"Acero","WBtW","214","muy raro","Arma (espada larga), arma marcial, arma cuerpo a cuerpo","Requiere sintonía por parte de una criatura bien alineada","1d8 Corte","versátil (1d10)","","3 lb.","","Tienes una bonificación de +2 a las tiradas de ataque y daño realizadas con esta arma mágica.

Revivificar. Puedes usar una acción para lanzar el hechizo revivificar desde la espada. Debes tocar el objetivo con la espada para lanzar el hechizo. Una vez que se usa esta propiedad del arma, no se puede volver a usar hasta el siguiente amanecer.

Sentiencia. El acero es una espada larga inteligente y legal con una Inteligencia de 8, una Sabiduría de 11 y un Carisma de 15. Puede ver y oír a una distancia de 60 pies. La espada puede hablar, leer y comprender lo común y lo dracónico. Se preocupa por tu bienestar mientras estás en sintonía con él, y no le gusta dar marcha atrás en una pelea.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
"Recipiente del dragón agitador","FTD","27","extraño","Objeto maravilloso","Requiere sintonización","","","","","","Este recipiente puede ser una botella de poción, un cuerno para beber u otro recipiente destinado a contener un líquido.

Como acción adicional, si el recipiente está vacío, puedes pronunciar la palabra de comando para llenar el recipiente con uno de los siguientes (tu elección): cerveza, aceite de oliva, hidromiel, una poción de curación, una poción de curación mayor, una poción de escalada o una poción de aliento de fuego. Una vez que se usa esta propiedad, no se puede usar hasta el siguiente amanecer. Una poción que crees de esta manera pierde sus propiedades mágicas si no se bebe dentro de las 24 horas."
"Arma de ira del dragón agitador","FTD","25","extraño","Variante genérica","Requiere sintonización","","","","","","Esta arma está decorada con cabezas de dragón, garras, alas, escamas o letras dracónicas. Cuando se sumerge en el tesoro de un dragón, absorbe la energía del arma de aliento del dragón y causa daño de ese tipo con sus propiedades especiales.

Siempre que obtengas un 20 en tu tirada de ataque con esta arma, cada criatura de tu elección dentro de 5 pies del objetivo recibirá 5 daños del tipo infligido por el arma de aliento del dragón.

Obtienes una bonificación de +1 a las tiradas de ataque y daño realizadas con el arma. Con un impacto, el arma causa 1d6 de daño adicional del tipo que causa el arma de aliento del dragón.

Artículos básicos. Esta variante de artículo se puede aplicar a los siguientes artículos básicos:

Rifle de antimateria (Rifle de antimateria Stirring Dragon's Wrath) Rifle automático (Rifle automático Stirring Dragon's Wrath) Hacha de batalla (Hacha de batalla Stirring Dragon's Wrath) Cerbatana (Cerbatana Stirring Dragon's Wrath) Garrote (Club Stirring Dragon's Wrath) Daga (Daga Stirring Dragon's Wrath) Dardo (Stirring Dragon's Wrath) Dardo)Cimitarra de doble hoja (Cimitarra de doble hoja de Stirring Dragon's Wrath)Mayal (Mayal de Stirring Dragon's Wrath)Glaive (Guja de Stirring Dragon's Wrath)Gran hacha (Gran hacha de Stirring Dragon's Wrath)Gran garrote (Gran garrote de Stirring Dragon's Wrath)Gran espada (Gran espada de Stirring Dragon's Wrath)Alabarda (Alabarda de la ira del dragón agitado)Ballesta de mano (Ballesta de mano de la ira del dragón agitado)Hacha de mano (Hacha de mano de la ira del dragón agitado)Ballesta pesada (Ballesta pesada de la ira del dragón agitado)Lanza corta con gancho (Lanza corta con gancho de la ira del dragón agitado)Hoopak (Hoopak de la ira del dragón agitado)Rifle de caza (Alabarda de la ira del dragón agitado) Rifle de caza Wrath) Jabalina (Jabalina Stirring Dragon's Wrath) Lanza (Lanza Stirring Dragon's Wrath) Pistola láser (Pistola láser Stirring Dragon's Wrath) Rifle láser (Rifle láser Stirring Dragon's Wrath) Ballesta ligera (Ballesta ligera Stirring Dragon's Wrath) Martillo ligero (Martillo ligero Stirring Dragon's Wrath) Ballesta de repetición ligera (Luz Stirring Dragon's Wrath) Ballesta de repetición)Arco largo (Arco largo de la ira del dragón agitado)Espada larga (Espada larga de la ira del dragón agitado)Maza (Maza de la ira del dragón agitada)Mazo (Mazo de la ira del dragón agitado)Morningstar (Estrella de la mañana de la ira del dragón agitado)Musquete (mosquete de la ira del dragón agitado)Pica (pica de la ira del dragón agitado)Pistola (Pistola Stirring Dragon's Wrath) Quarterstaff (Stirring Dragon's Wrath Quarterstaff) Estoque (Stirring Dragon's Wrath Estoque) Revólver (Stirring Dragon's Wrath Revolver) Cimitarra (Stirring Dragon's Wrath Cimitarra) Pistola semiautomática (Stirring Dragon's Wrath Pistola semiautomática) Arco corto (Stirring Dragon's Wrath) Arco corto)Espada corta (Espada corta de Stirring Dragon's Wrath)Escopeta (Escopeta de Stirring Dragon's Wrath)Hoz (Hoz de Stirring Dragon's Wrath)Honda (Honda de Stirring Dragon's Wrath)Lanza (Lanza de Stirring Dragon's Wrath)Tridente (Tridente de Stirring Dragon's Wrath)Película de guerra (Película de guerra de Stirring Dragon's Wrath)Warhammer (Martillo de guerra de la ira del dragón agitado)Látigo (Látigo de la ira del dragón agitado)Yklwa (Yklwa de la ira del dragón agitado)"
"Agitando el enfoque tocado por el dragón","FTD","26","extraño","Objeto maravilloso, enfoque de lanzamiento de hechizos","Requiere sintonía por parte de un lanzador de conjuros","","","","","","Este maravilloso objeto puede ser un cetro, un orbe, un amuleto, un cristal u otro objeto finamente elaborado. Por lo general, incorpora imágenes de alas, garras, dientes o escamas de dragones.

Tienes ventaja en las tiradas de iniciativa. Mientras mantienes el foco, puede funcionar como un foco de lanzamiento de hechizos para todos tus hechizos.

El foco gana una propiedad adicional determinada por la familia del dragón en cuyo tesoro se convirtió en Agitador:

Cromático. Siempre que uses un espacio de hechizo para lanzar un hechizo que cause daño por ácido, frío, fuego, relámpago o veneno, tira un d6 y obtendrás una bonificación igual al número obtenido en una de las tiradas de daño del hechizo.

Joya. Siempre que uses un espacio de hechizo para lanzar un hechizo, puedes teletransportarte inmediatamente a un espacio desocupado que puedas ver a 15 pies de ti.

Metálico. Cuando una criatura que puedes ver a 30 pies de ti realiza una tirada de salvación, puedes usar tu reacción para darle a esa criatura ventaja en la tirada de salvación."
"Adorno a escala agitando","FTD","27","extraño","Objeto maravilloso","Requiere sintonización","","","","","","Este adorno puede ser una joya, una capa u otro accesorio portátil. Parece estar formado a partir de escamas, dientes o garras de un dragón, o incorpora imágenes en esas formas.

Obtienes una bonificación de +1 a la CA y no puedes ser hechizado ni asustado. Además, cada criatura de tu elección en un radio de 30 pies de ti tiene ventaja en las tiradas de salvación que realiza para evitar ser encantada o asustada o para poner fin a esas condiciones en sí misma."
