Name,Source,Page,Level,Casting Time,Duration,School,Range,Components,Classes,Optional/Variant Classes,Subclasses,Text,At Higher Levels
Summon Shadowspawn,TCE,113,3rd,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (tears inside a gem worth at least 300 gp)",,"Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You call forth a shadowy spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Shadow Spirit stat block. When you cast the spell, choose an emotion: Fury, Despair, or Fear. The creature resembles a misshapen biped marked by the chosen emotion, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon No muerto,TCE,114,3rd,accion,"Concentration, up to 1 hour",necromancia,90 pies,"V, S, M (a gilded skull worth at least 300 gp)",,"Warlock (PHB'14), Wizard (PHB'14)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You call forth an No muerto spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the No muerto Spirit stat block. When you cast the spell, choose the creature's form: Ghostly, Putrid, or Skeletal. The spirit resembles an No muerto creature with the chosen form, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon No muerto,PHB'24,328,3rd,accion,"Concentration, up to 1 hour",necromancia,90 pies,"V, S, M (a gilded skull worth 300+ GP)","Warlock (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You call forth an No muerto spirit. It manifests in an unoccupied space that you can see within Alcance and uses the No muerto Spirit stat block. When you cast the spell, choose the creature's form: Ghostly, Putrid, or Skeletal. The spirit resembles an No muerto creature with the chosen form, which determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Sunbeam,PHB'14,279,6th,accion,"Concentration, up to 1 minute",evocacion,personal,"V, S, M (a magnifying glass)","Druid (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",Cleric (PHB'14),"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Evoker (PHB'24) Wizard","A beam of brilliant light flashes out from your hand in a 5-foot-wide, 60-foot-long line. cada criatura in the line must make a Constitution tirada de salvacion. On a failed save, a creature recibe 6d8 radiant dano and is cegado until your next turn. On a successful save, it recibe half as much dano and isn't cegado by this spell. No muerto and oozes have disadvantage on this tirada de salvacion.

You can create a new line of radiance as your action on any turn until the spell ends.

For the Duracion, a mote of brilliant radiance shines in your hand. It sheds bright light in a 30-foot radius and dim light for an additional 30 pies. This light is sunlight.",
Sunbeam,PHB'24,329,6th,accion,"Concentration, up to 1 minute",evocacion,personal,"V, S, M (a magnifying glass)","Cleric (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Evoker (PHB'24) Wizard","You launch a sunbeam in a 5-foot-wide, 60-foot-long Line. cada criatura in the Line makes a Constitution tirada de salvacion. On a failed save, a creature recibe 6d8 Radiant dano and has the cegado condition until the start of your next turn. On a successful save, it recibe half as much dano only.

Until the spell ends, you can take a Magic action to create a new Line of radiance.

For the Duracion, a mote of brilliant radiance shines above you. It sheds Bright Light in a 30-foot radius and Dim Light for an additional 30 pies. This light is sunlight.",
Sunburst,PHB'14,279,8th,accion,instantaneo,evocacion,150 pies,"V, S, M (fire and a piece of sunstone)","Druid (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",Cleric (PHB'14),"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Evoker (PHB'24) Wizard","Brilliant sunlight flashes in a 60-foot radius centered on a point you choose within Alcance. cada criatura in that light must make a Constitution tirada de salvacion. On a failed save, a creature recibe 12d6 radiant dano and is cegado for 1 minute. On a successful save, it recibe half as much dano and isn't cegado by this spell. No muerto and oozes have disadvantage on this tirada de salvacion.

A creature cegado by this spell makes another Constitution tirada de salvacion at the end of each of its turns. On a successful save, it is no longer cegado.

This spell dispels any darkness in its area that was created by a spell.",
Sunburst,PHB'24,329,8th,accion,instantaneo,evocacion,150 pies,"V, S, M (a piece of sunstone)","Cleric (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Evoker (PHB'24) Wizard","Brilliant sunlight flashes in a 60-foot-radius Sphere centered on a point you choose within Alcance. cada criatura in the Sphere makes a Constitution tirada de salvacion. On a failed save, a creature recibe 12d6 Radiant dano and has the cegado condition for 1 minute. On a successful save, it recibe half as much dano only.

A creature cegado by this spell makes another Constitution tirada de salvacion at the end of each of its turns, ending the effect on itself on a success.

This spell dispels Darkness in its area that was created by any spell.",
Swift Quiver,PHB'14,279,5th,Bonus,"Concentration, up to 1 minute",transmutacion,toque,"V, S, M (a quiver containing at least one piece of ammunition)",Ranger (PHB'14),,,"You transmute your quiver so it produces an endless supply of nonmagical ammunition, which seems to leap into your hand when you reach for it.

On each of your turns until the spell ends, you can use a bonus action to make two attacks with a arma that uses ammunition from the quiver. Each time you make such a ranged attack, your quiver magically replaces the piece of ammunition you used with a similar piece of nonmagical ammunition. Any pieces of ammunition created by this spell disintegrate when the spell ends. If the quiver leaves your possession, the spell ends.",
Swift Quiver,PHB'24,329,5th,Bonus,"Concentration, up to 1 minute",transmutacion,personal,"V, S, M (a Quiver worth 1+ GP)",Ranger (PHB'24),,,"When you cast the spell and as a Bonus Action until it ends, you can make two attacks with a arma that fires Arrows or Bolts, such as a Longbow or a Light Crossbow. The spell magically creates the ammunition needed for each attack. Each Arrow or Bolt created by the spell deals dano like a nonmagical piece of ammunition of its kind and disintegrates immediately after it hits or misses.",
Sword Burst,TCE,115,truco,accion,instantaneo,conjuracion,personal,V,"Artificer (TCE), Artificer (EFA), Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You create a momentary circle of spectral blades that sweep around you. All other creatures within 5 pies of you debe superar a Dexterity tirada de salvacion or take 1d6 force dano.

This spell's dano increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).",
Syluné's Viper,FRHoF,147,3rd,Bonus,1 hour,conjuracion,personal,"V, S, M (a snake fang)","Druid (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","A shimmering, spectral snake encircles your body for the Duracion. You gain 15 Temporary puntos de golpe; the spell ends early if you have no Temporary puntos de golpe left.

While the spell is active, you gain the following benefits:

Climbing. You gain a Trepar Speed equal to your Speed.

Venomous Bite. As a Magic action, you can make a ranged spell attack using the snake against una criatura within 50 pies. On a hit, el objetivo recibe 1d6 Force dano and has the envenenado condition until the start of your next turn. While envenenado, el objetivo has the incapacitado condition.","Using a Higher-Level Spell Slot. For each spell slot level above 3, the number of Temporary puntos de golpe you gain from this spell increases by 5, and the dano of Venomous Bite increases by 1d6."
Symbol,PHB'14,280,7th,1 Min.,Until dispelled or triggered,abjuracion,toque,"V, S, M (mercury, phosphorus, and powdered diamond and opal with a total value of at least 1,000 gp, which the spell consumes)","Bard (PHB'14), Cleric (PHB'14), Wizard (PHB'14)",Druid (PHB'14),"Abjurer (PHB'24) Wizard, Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","When you cast this spell, you inscribe a harmful glyph either on a surface (such as a section of floor, a wall, or a table) or within an object that can be closed to conceal the glyph (such as a book, a pergamino, or a treasure chest). If you choose a surface, the glyph can cover an area of the surface no larger than 10 pies in diameter. If you choose an object, that object must remain in its place; if the object is moved more than 10 pies from where you cast this spell, the glyph is broken, and the spell ends without being triggered.

The glyph is nearly invisible, requiring an Intelligence (Investigation) check against your CD de salvacion de conjuros to find it.

You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, the most typical triggers include touching or stepping on the glyph, removing another object covering it, approaching within a certain distance of it, or manipulating the object that holds it. For glyphs inscribed within an object, the most Comun triggers are opening the object, approaching within a certain distance of it, or seeing or reading the glyph.

You can further refine the trigger so the spell is activated only under certain circumstances or according to a creature's physical characteristics (such as height or weight), or physical kind (for example, the ward could be set to affect hags or shapechangers). You can also specify creatures that don't trigger the glyph, such as those who say a certain password.

When you inscribe the glyph, choose one of the options below for its effect. Once triggered, the glyph glows, filling a 60-foot-radius sphere with dim light for 10 minutes, after which time the spell ends. cada criatura in the sphere when the glyph activates is targeted by its effect, as is a creature that enters the sphere for the first time on a turn or ends its turn there.

Death. Each target must make a Constitution tirada de salvacion, taking 10d10 necrotic dano on a failed save, or half as much dano on a successful save.

Discord. Each target must make a Constitution tirada de salvacion. On a failed save, a target bickers and argues with other creatures for 1 minute. During this time, it is incapable of meaningful communication and has disadvantage on attack rolls and ability checks.

Fear. Each target must make a Wisdom tirada de salvacion and becomes asustado for 1 minute on a failed save. While asustado, el objetivo drops whatever it is holding and must move at least 30 pies away from the glyph on each of its turns, if able.

Hopelessness. Each target must make a Charisma tirada de salvacion. On a failed save, el objetivo is overwhelmed with despair for 1 minute. During this time, it can't attack or target any creature with harmful abilities, spells, or other magical effects.

Insanity. Each target must make an Intelligence tirada de salvacion. On a failed save, el objetivo is driven insane for 1 minute. An insane creature can't take actions, can't understand what other creatures say, can't read, and speaks only in gibberish. The DM controls its movement, which is erratic.

Pain. Each target must make a Constitution tirada de salvacion and becomes incapacitado with excruciating pain for 1 minute on a failed save.

Sleep. Each target must make a Wisdom tirada de salvacion and falls inconsciente for 10 minutes on a failed save. A creature awakens if it recibe dano or if someone uses an action to shake or slap it awake.

Stunning. Each target must make a Wisdom tirada de salvacion and becomes aturdido for 1 minute on a failed save.",
